Well,Date,Oil,Gas,Water,InjGas,InjWtr
SRU_21-33WD,9/1/1975,,,,,
SRU_234-15,9/1/1975,,,,,
SRU_24-33,9/1/1975,,,,,
SRU_312-22,9/1/1975,,,,,
SRU_314-27,9/1/1975,,,,533755,
SRU_331-27,9/1/1975,,,,535841,
SRU_34-10,9/1/1975,,,,,
SRU_41-33,9/1/1975,,,,,
SRU_43A-15,9/1/1975,,,,,
SCU_13-04,10/1/1975,,,,,
SCU_14-34,10/1/1975,,,,,
SCU_14A-05,10/1/1975,,,,,
SCU_21-04,10/1/1975,,,,,
SCU_21-16,10/1/1975,,,,,
SCU_23-03,10/1/1975,,,,,
SCU_243-08,10/1/1975,,,,,
SCU_24-34,10/1/1975,,,,,
SCU_31-16,10/1/1975,,,,,
SCU_312-09,10/1/1975,,,,1460254,
SCU_314-04,10/1/1975,,,,1361987,
SCU_323-04,10/1/1975,,,,1100377,
SCU_323-09,10/1/1975,,,,938445,
SCU_33-05,10/1/1975,,,,,
SCU_332-04,10/1/1975,,,,1355029,
SCU_34-05,10/1/1975,,,,,
SCU_34-09,10/1/1975,,,,,
SCU_341-04,10/1/1975,,,,1066667,
SCU_341-08,10/1/1975,,,,481593,
SCU_343-33,10/1/1975,,,,885296,
SCU_412-10,10/1/1975,,,,,
SCU_43-04WD,10/1/1975,,,,,
SCU_43A-05,10/1/1975,,,,,
SRU_12-27,10/1/1975,,,,,
SRU_12-34,10/1/1975,,,,,
SRU_14-15,10/1/1975,,,,,
SRU_14-33,10/1/1975,,,,,
SRU_211-15,10/1/1975,,,,,
SRU_212-10,10/1/1975,,,,,
SRU_212-27,10/1/1975,,,,,
SRU_21-33WD,10/1/1975,,,,,
SRU_234-15,10/1/1975,,,,,29965
SRU_24-33,10/1/1975,,,,,
SRU_312-22,10/1/1975,,,,,
SRU_314-27,10/1/1975,,,,559720,
SRU_331-27,10/1/1975,,,,606080,
SRU_34-10,10/1/1975,,,,,
SRU_41-33,10/1/1975,,,,,
SRU_43A-15,10/1/1975,,,,,
SCU_13-04,11/1/1975,,,,,
SCU_14-34,11/1/1975,,,,,
SCU_14A-05,11/1/1975,,,,,
SCU_21-04,11/1/1975,,,,,
SCU_21-16,11/1/1975,,,,,
SCU_23-03,11/1/1975,,,,,
SCU_243-08,11/1/1975,,,,,
SCU_31-16,11/1/1975,,,,,
SCU_312-09,11/1/1975,,,,1451606,
SCU_314-04,11/1/1975,,,,1344509,
SCU_323-04,11/1/1975,,,,1064128,
SCU_323-09,11/1/1975,,,,901100,
SCU_332-04,11/1/1975,,,,1376579,
SCU_34-05,11/1/1975,,,,,
SCU_34-09,11/1/1975,,,,,
SCU_341-04,11/1/1975,,,,1050117,
SCU_341-08,11/1/1975,,,,467536,
SCU_343-33,11/1/1975,,,,886111,
SCU_412-10,11/1/1975,,,,,
SCU_43-04WD,11/1/1975,,,,,
SCU_43A-05,11/1/1975,,,,,
SRU_12-27,11/1/1975,,,,,
SRU_12-34,11/1/1975,,,,,
SRU_14-15,11/1/1975,,,,,
SRU_14-33,11/1/1975,,,,,
SRU_211-15,11/1/1975,,,,,
SRU_212-10,11/1/1975,,,,,
SRU_212-27,11/1/1975,,,,,
SRU_21-33WD,11/1/1975,,,,,
SRU_234-15,11/1/1975,,,,,55560
SRU_24-33,11/1/1975,,,,,
SRU_312-22,11/1/1975,,,,,
SRU_314-27,11/1/1975,,,,558582,
SRU_331-27,11/1/1975,,,,587759,
SRU_34-10,11/1/1975,,,,,
SRU_41-33,11/1/1975,,,,,
SRU_43A-15,11/1/1975,,,,,
SCU_13-04,12/1/1975,,,,,
SCU_14-34,12/1/1975,,,,,
SCU_21-04,12/1/1975,,,,,
SCU_21-16,12/1/1975,,,,,
SCU_23-03,12/1/1975,,,,,
SCU_243-08,12/1/1975,,,,,
SCU_31-16,12/1/1975,,,,,
SCU_312-09,12/1/1975,,,,1450050,
SCU_314-04,12/1/1975,,,,1365840,
SCU_323-04,12/1/1975,,,,1057272,
SCU_323-09,12/1/1975,,,,859006,
SCU_332-04,12/1/1975,,,,1395236,
SCU_34-05,12/1/1975,,,,,
SCU_34-09,12/1/1975,,,,,
SCU_341-04,12/1/1975,,,,1019562,
SCU_341-08,12/1/1975,,,,455996,
SCU_343-33,12/1/1975,,,,870995,
SCU_412-10,12/1/1975,,,,,
SCU_42-05,12/1/1975,,,,,
SCU_43-04WD,12/1/1975,,,,,
SCU_43A-05,12/1/1975,,,,,
SRU_12-27,12/1/1975,,,,,
SRU_12-34,12/1/1975,,,,,
SRU_14-15,12/1/1975,,,,,
SRU_14-22,12/1/1975,,,,,
SRU_14-33,12/1/1975,,,,,
SRU_211-15,12/1/1975,,,,,
SRU_212-10,12/1/1975,,,,,
SRU_212-27,12/1/1975,,,,,
SRU_21-33WD,12/1/1975,,,,,
SRU_234-15,12/1/1975,,,,,50743
SRU_24-33,12/1/1975,,,,,
SRU_312-22,12/1/1975,,,,,
SRU_314-27,12/1/1975,,,,557657,
SRU_331-27,12/1/1975,,,,655668,
SRU_34-10,12/1/1975,,,,,
SRU_41-33,12/1/1975,,,,,
SRU_43A-15,12/1/1975,,,,,
SCU_14-34,1/1/1976,,,,,
SCU_21-04,1/1/1976,,,,,
SCU_23-03,1/1/1976,,,,,
SCU_243-08,1/1/1976,,,,,
SCU_312-09,1/1/1976,,,,1476941,
SCU_314-04,1/1/1976,,,,1384659,
SCU_323-04,1/1/1976,,,,1051304,
SCU_323-09,1/1/1976,,,,856707,
SCU_332-04,1/1/1976,,,,1351016,
SCU_34-05,1/1/1976,,,,,
SCU_34-09,1/1/1976,,,,,
SCU_341-04,1/1/1976,,,,1006492,
SCU_341-08,1/1/1976,,,,481007,
SCU_343-33,1/1/1976,,,,845176,
SCU_412-10,1/1/1976,,,,,
SCU_43-04WD,1/1/1976,,,,,
SRU_12-27,1/1/1976,,,,,
SRU_12-34,1/1/1976,,,,,
SRU_14-15,1/1/1976,,,,,
SRU_14-22,1/1/1976,,,,,
SRU_14-33,1/1/1976,,,,,
SRU_211-15,1/1/1976,,,,,
SRU_212-10,1/1/1976,,,,,
SRU_212-27,1/1/1976,,,,,
SRU_21-33WD,1/1/1976,,,,,
SRU_234-15,1/1/1976,,,,,44415
SRU_24-33,1/1/1976,,,,,
SRU_312-22,1/1/1976,,,,,
SRU_314-27,1/1/1976,,,,550238,
SRU_32-33,1/1/1976,,,,,
SRU_331-27,1/1/1976,,,,679852,
SRU_34-10,1/1/1976,,,,,
SRU_41-33,1/1/1976,,,,,
SRU_43A-15,1/1/1976,,,,,
SCU_14-34,2/1/1976,,,,,
SCU_21-04,2/1/1976,,,,,
SCU_23-03,2/1/1976,,,,,
SCU_243-08,2/1/1976,,,,,
SCU_312-09,2/1/1976,,,,1487886,
SCU_314-04,2/1/1976,,,,1388787,
SCU_323-04,2/1/1976,,,,1056437,
SCU_323-09,2/1/1976,,,,896012,
SCU_332-04,2/1/1976,,,,1376604,
SCU_34-05,2/1/1976,,,,,
SCU_341-04,2/1/1976,,,,1044482,
SCU_341-08,2/1/1976,,,,514353,
SCU_343-33,2/1/1976,,,,849422,
SCU_412-10,2/1/1976,,,,,
SCU_42-05,2/1/1976,,,,,
SCU_43-04WD,2/1/1976,,,,,
SRU_12-27,2/1/1976,,,,,
SRU_12-34,2/1/1976,,,,,
SRU_14-15,2/1/1976,,,,,
SRU_14-22,2/1/1976,,,,,
SRU_14-33,2/1/1976,,,,,
SRU_211-15,2/1/1976,,,,,
SRU_212-10,2/1/1976,,,,,
SRU_212-27,2/1/1976,,,,,
SRU_21-33WD,2/1/1976,,,,,
SRU_234-15,2/1/1976,,,,,41237
SRU_24-33,2/1/1976,,,,,
SRU_312-22,2/1/1976,,,,,
SRU_314-27,2/1/1976,,,,547605,
SRU_331-27,2/1/1976,,,,226439,
SRU_34-10,2/1/1976,,,,,
SRU_43A-15,2/1/1976,,,,,
SCU_14-34,3/1/1976,,,,,
SCU_21-04,3/1/1976,,,,,
SCU_23-03,3/1/1976,,,,,
SCU_243-08,3/1/1976,,,,,
SCU_312-09,3/1/1976,,,,1538194,
SCU_314-04,3/1/1976,,,,1468559,
SCU_32-08,3/1/1976,,,,,
SCU_323-04,3/1/1976,,,,1086213,
SCU_323-09,3/1/1976,,,,872104,
SCU_332-04,3/1/1976,,,,1433944,
SCU_34-05,3/1/1976,,,,,
SCU_341-04,3/1/1976,,,,1049091,
SCU_341-08,3/1/1976,,,,496176,
SCU_343-33,3/1/1976,,,,917284,
SCU_412-10,3/1/1976,,,,,
SCU_42-05,3/1/1976,,,,,
SCU_43-04WD,3/1/1976,,,,,
SRU_12-27,3/1/1976,,,,,
SRU_12-34,3/1/1976,,,,,
SRU_14-15,3/1/1976,,,,,
SRU_14-22,3/1/1976,,,,,
SRU_14-33,3/1/1976,,,,,
SRU_211-15,3/1/1976,,,,,
SRU_212-10,3/1/1976,,,,,
SRU_212-27,3/1/1976,,,,,
SRU_21-33WD,3/1/1976,,,,,
SRU_234-15,3/1/1976,,,,,57621
SRU_24-33,3/1/1976,,,,,
SRU_312-22,3/1/1976,,,,,
SRU_314-27,3/1/1976,,,,546359,
SRU_331-27,3/1/1976,,,,,
SRU_34-10,3/1/1976,,,,,
SRU_43A-15,3/1/1976,,,,,
SCU_14-34,4/1/1976,,,,,
SCU_21-04,4/1/1976,,,,,
SCU_23-03,4/1/1976,,,,,
SCU_243-08,4/1/1976,,,,,
SCU_312-09,4/1/1976,,,,1351813,
SCU_314-04,4/1/1976,,,,1411102,
SCU_323-04,4/1/1976,,,,1030341,
SCU_323-09,4/1/1976,,,,858469,
SCU_332-04,4/1/1976,,,,1257181,
SCU_341-04,4/1/1976,,,,904228,
SCU_341-08,4/1/1976,,,,577578,
SCU_343-33,4/1/1976,,,,774883,
SCU_412-10,4/1/1976,,,,,
SCU_42-05,4/1/1976,,,,,
SCU_43-04WD,4/1/1976,,,,,
SRU_12-27,4/1/1976,,,,,
SRU_12-34,4/1/1976,,,,,
SRU_14-15,4/1/1976,,,,,
SRU_14-22,4/1/1976,,,,,
SRU_14-33,4/1/1976,,,,,
SRU_211-15,4/1/1976,,,,,
SRU_212-10,4/1/1976,,,,,
SRU_212-27,4/1/1976,,,,,
SRU_21-33WD,4/1/1976,,,,,
SRU_234-15,4/1/1976,,,,,46834
SRU_24-33,4/1/1976,,,,,
SRU_312-22,4/1/1976,,,,,
SRU_314-27,4/1/1976,,,,498463,
SRU_32-33,4/1/1976,,,,,
SRU_331-27,4/1/1976,,,,365055,
SRU_34-10,4/1/1976,,,,,
SRU_41-33,4/1/1976,,,,,
SRU_43A-15,4/1/1976,,,,,
SCU_14-34,5/1/1976,,,,,
SCU_21-04,5/1/1976,,,,,
SCU_23-03,5/1/1976,,,,,
SCU_243-08,5/1/1976,,,,,
SCU_312-09,5/1/1976,,,,1487968,
SCU_314-04,5/1/1976,,,,1205811,
SCU_323-04,5/1/1976,,,,975287,
SCU_323-09,5/1/1976,,,,856677,
SCU_332-04,5/1/1976,,,,1043169,
SCU_34-05,5/1/1976,,,,,
SCU_341-04,5/1/1976,,,,894743,
SCU_341-08,5/1/1976,,,,716096,
SCU_343-33,5/1/1976,,,,833810,
SCU_412-10,5/1/1976,,,,,
SCU_42-05,5/1/1976,,,,,
SCU_43-04WD,5/1/1976,,,,,
SRU_12-27,5/1/1976,,,,,
SRU_12-34,5/1/1976,,,,,
SRU_14-15,5/1/1976,,,,,
SRU_14-33,5/1/1976,,,,,
SRU_211-15,5/1/1976,,,,,
SRU_212-10,5/1/1976,,,,,
SRU_212-27,5/1/1976,,,,,
SRU_21-33WD,5/1/1976,,,,,
SRU_234-15,5/1/1976,,,,,52664
SRU_24-33,5/1/1976,,,,,
SRU_312-22,5/1/1976,,,,,
SRU_314-27,5/1/1976,,,,516820,
SRU_32-33,5/1/1976,,,,,
SRU_331-27,5/1/1976,,,,366466,
SRU_34-10,5/1/1976,,,,,
SRU_41-33,5/1/1976,,,,,
SRU_43A-15,5/1/1976,,,,,
SCU_14-34,6/1/1976,,,,,
SCU_14A-05,6/1/1976,,,,,
SCU_21-04,6/1/1976,,,,,
SCU_23-03,6/1/1976,,,,,
SCU_243-08,6/1/1976,,,,,
SCU_312-09,6/1/1976,,,,1285784,
SCU_314-04,6/1/1976,,,,1256780,
SCU_32-08,6/1/1976,,,,,
SCU_321-09,6/1/1976,,,,,
SCU_323-04,6/1/1976,,,,1017665,
SCU_323-09,6/1/1976,,,,755906,
SCU_332-04,6/1/1976,,,,1116886,
SCU_341-04,6/1/1976,,,,821345,
SCU_341-08,6/1/1976,,,,602780,
SCU_343-33,6/1/1976,,,,766993,
SCU_412-10,6/1/1976,,,,,
SCU_42-05,6/1/1976,,,,,
SCU_43-04WD,6/1/1976,,,,,
SRU_12-27,6/1/1976,,,,,
SRU_12-34,6/1/1976,,,,,
SRU_14-15,6/1/1976,,,,,
SRU_14-33,6/1/1976,,,,,
SRU_211-15,6/1/1976,,,,,
SRU_212-10,6/1/1976,,,,,
SRU_212-27,6/1/1976,,,,,
SRU_21-33WD,6/1/1976,,,,,
SRU_234-15,6/1/1976,,,,,51590
SRU_24-33,6/1/1976,,,,,
SRU_312-22,6/1/1976,,,,,
SRU_314-27,6/1/1976,,,,497137,
SRU_32-33,6/1/1976,,,,,
SRU_331-27,6/1/1976,,,,259555,
SRU_34-10,6/1/1976,,,,,
SRU_41-33,6/1/1976,,,,,
SRU_43A-15,6/1/1976,,,,,
SCU_14-34,7/1/1976,,,,,
SCU_14A-05,7/1/1976,,,,,
SCU_21-04,7/1/1976,,,,,
SCU_23-03,7/1/1976,,,,,
SCU_243-08,7/1/1976,,,,,
SCU_312-09,7/1/1976,,,,1409074,
SCU_314-04,7/1/1976,,,,1359127,
SCU_32-08,7/1/1976,,,,,
SCU_321-09,7/1/1976,,,,,
SCU_323-04,7/1/1976,,,,1074705,
SCU_323-09,7/1/1976,,,,800846,
SCU_32A-09,7/1/1976,,,,,
SCU_332-04,7/1/1976,,,,1130327,
SCU_341-04,7/1/1976,,,,793412,
SCU_341-08,7/1/1976,,,,643394,
SCU_343-33,7/1/1976,,,,773702,
SCU_412-10,7/1/1976,,,,,
SCU_42-05,7/1/1976,,,,,
SCU_43-04WD,7/1/1976,,,,,
SRU_12-27,7/1/1976,,,,,
SRU_12-34,7/1/1976,,,,,
SRU_14-15,7/1/1976,,,,,
SRU_14-33,7/1/1976,,,,,
SRU_211-15,7/1/1976,,,,,
SRU_212-10,7/1/1976,,,,,
SRU_212-27,7/1/1976,,,,,
SRU_21-33WD,7/1/1976,,,,,
SRU_234-15,7/1/1976,,,,,48465
SRU_24-33,7/1/1976,,,,,
SRU_312-22,7/1/1976,,,,,
SRU_314-27,7/1/1976,,,,504441,
SRU_331-27,7/1/1976,,,,231944,
SRU_34-10,7/1/1976,,,,,
SRU_41-33,7/1/1976,,,,,
SRU_43A-15,7/1/1976,,,,,
SCU_14-34,8/1/1976,,,,,
SCU_14A-05,8/1/1976,,,,,
SCU_21-04,8/1/1976,,,,,
SCU_21A-16,8/1/1976,,,,,
SCU_23-03,8/1/1976,,,,,
SCU_243-08,8/1/1976,,,,,
SCU_312-09,8/1/1976,,,,1593161,
SCU_314-04,8/1/1976,,,,1509508,
SCU_32-08,8/1/1976,,,,,
SCU_321-09,8/1/1976,,,,,
SCU_323-04,8/1/1976,,,,1185311,
SCU_323-09,8/1/1976,,,,921102,
SCU_332-04,8/1/1976,,,,1288179,
SCU_34-05,8/1/1976,,,,,
SCU_341-04,8/1/1976,,,,935960,
SCU_341-08,8/1/1976,,,,775269,
SCU_34-33,8/1/1976,,,,,
SCU_343-33,8/1/1976,,,,643319,
SCU_412-10,8/1/1976,,,,,
SCU_42-05,8/1/1976,,,,,
SCU_43-04WD,8/1/1976,,,,,
SCU_43A-04,8/1/1976,,,,,
SRU_12-27,8/1/1976,,,,,
SRU_12-34,8/1/1976,,,,,
SRU_14-15,8/1/1976,,,,,
SRU_14-33,8/1/1976,,,,,
SRU_211-15,8/1/1976,,,,,
SRU_212-10,8/1/1976,,,,,
SRU_212-27,8/1/1976,,,,,
SRU_21-33WD,8/1/1976,,,,,
SRU_234-15,8/1/1976,,,,,54067
SRU_24-33,8/1/1976,,,,,
SRU_312-22,8/1/1976,,,,,
SRU_314-27,8/1/1976,,,,561797,
SRU_331-27,8/1/1976,,,,244111,
SRU_34-10,8/1/1976,,,,,
SRU_41-33,8/1/1976,,,,,
SRU_43A-15,8/1/1976,,,,,
SCU_13-34,9/1/1976,,,,,
SCU_14-34,9/1/1976,,,,,
SCU_14A-05,9/1/1976,,,,,
SCU_21-04,9/1/1976,,,,,
SCU_21A-16,9/1/1976,,,,,
SCU_23-03,9/1/1976,,,,,
SCU_243-08,9/1/1976,,,,,
SCU_312-09,9/1/1976,,,,1652653,
SCU_314-04,9/1/1976,,,,1561801,
SCU_321-09,9/1/1976,,,,,
SCU_323-04,9/1/1976,,,,1217752,
SCU_323-09,9/1/1976,,,,962624,
SCU_332-04,9/1/1976,,,,1290052,
SCU_341-04,9/1/1976,,,,945144,
SCU_341-08,9/1/1976,,,,818240,
SCU_34-33,9/1/1976,,,,,
SCU_343-33,9/1/1976,,,,378170,
SCU_412-10,9/1/1976,,,,,
SCU_42-05,9/1/1976,,,,,
SCU_43-04WD,9/1/1976,,,,,
SCU_43A-04,9/1/1976,,,,,
SRU_12-27,9/1/1976,,,,,
SRU_12-34,9/1/1976,,,,,
SRU_14-15,9/1/1976,,,,,
SRU_14-33,9/1/1976,,,,,
SRU_211-15,9/1/1976,,,,,
SRU_212-10,9/1/1976,,,,,
SRU_212-27,9/1/1976,,,,,
SRU_21-33WD,9/1/1976,,,,,
SRU_234-15,9/1/1976,,,,,49217
SRU_24-33,9/1/1976,,,,,
SRU_312-22,9/1/1976,,,,,
SRU_314-27,9/1/1976,,,,519828,
SRU_331-27,9/1/1976,,,,188516,
SRU_34-10,9/1/1976,,,,,
SRU_41-33,9/1/1976,,,,,
SRU_43A-15,9/1/1976,,,,,
SCU_13-34,10/1/1976,,,,,
SCU_14A-05,10/1/1976,,,,,
SCU_21-04,10/1/1976,,,,,
SCU_23-03,10/1/1976,,,,,
SCU_243-08,10/1/1976,,,,,
SCU_312-09,10/1/1976,,,,1607306,
SCU_314-04,10/1/1976,,,,1575039,
SCU_323-04,10/1/1976,,,,1226645,
SCU_323-09,10/1/1976,,,,955973,
SCU_332-04,10/1/1976,,,,1358798,
SCU_341-04,10/1/1976,,,,976350,
SCU_341-08,10/1/1976,,,,837366,
SCU_34-33,10/1/1976,,,,,
SCU_343-33,10/1/1976,,,,713659,
SCU_412-10,10/1/1976,,,,,
SCU_42-05,10/1/1976,,,,,
SCU_43-04WD,10/1/1976,,,,,
SRU_12-27,10/1/1976,,,,,
SRU_14-15,10/1/1976,,,,,
SRU_14-33,10/1/1976,,,,,
SRU_211-15,10/1/1976,,,,,
SRU_212-10,10/1/1976,,,,,
SRU_212-27,10/1/1976,,,,,
SRU_21-33WD,10/1/1976,,,,,
SRU_234-15,10/1/1976,,,,,40283
SRU_24-33,10/1/1976,,,,,
SRU_312-22,10/1/1976,,,,,
SRU_314-27,10/1/1976,,,,551679,
SRU_331-27,10/1/1976,,,,453440,
SRU_34-10,10/1/1976,,,,,
SRU_41-33,10/1/1976,,,,,
SRU_43A-15,10/1/1976,,,,,
SCU_13-34,11/1/1976,,,,,
SCU_14-34,11/1/1976,,,,,
SCU_14A-05,11/1/1976,,,,,
SCU_21-04,11/1/1976,,,,,
SCU_23-03,11/1/1976,,,,,
SCU_243-08,11/1/1976,,,,,
SCU_312-09,11/1/1976,,,,1564922,
SCU_314-04,11/1/1976,,,,1599189,
SCU_32-08,11/1/1976,,,,,
SCU_321-09,11/1/1976,,,,,
SCU_323-04,11/1/1976,,,,1163336,
SCU_323-09,11/1/1976,,,,941906,
SCU_332-04,11/1/1976,,,,1322226,
SCU_341-04,11/1/1976,,,,942005,
SCU_341-08,11/1/1976,,,,860417,
SCU_34-33,11/1/1976,,,,,
SCU_343-33,11/1/1976,,,,617312,
SCU_412-10,11/1/1976,,,,,
SCU_42-05,11/1/1976,,,,,
SCU_43-04WD,11/1/1976,,,,,
SCU_43A-04,11/1/1976,,,,,
SRU_12-27,11/1/1976,,,,,
SRU_12-34,11/1/1976,,,,,
SRU_14-15,11/1/1976,,,,,
SRU_14-22,11/1/1976,,,,,
SRU_14-33,11/1/1976,,,,,
SRU_211-15,11/1/1976,,,,,
SRU_212-10,11/1/1976,,,,,
SRU_212-27,11/1/1976,,,,,
SRU_21-33WD,11/1/1976,,,,,
SRU_234-15,11/1/1976,,,,,
SRU_24-33,11/1/1976,,,,,
SRU_312-22,11/1/1976,,,,,
SRU_314-27,11/1/1976,,,,457923,
SRU_331-27,11/1/1976,,,,451078,
SRU_34-10,11/1/1976,,,,,
SRU_34-28,11/1/1976,,,,,
SRU_41-33,11/1/1976,,,,,
SRU_43A-15,11/1/1976,,,,,
SCU_13-34,12/1/1976,,,,,
SCU_14-34,12/1/1976,,,,,
SCU_14A-05,12/1/1976,,,,,
SCU_21-04,12/1/1976,,,,,
SCU_23-03,12/1/1976,,,,,
SCU_243-08,12/1/1976,,,,,
SCU_312-09,12/1/1976,,,,1791663,
SCU_314-04,12/1/1976,,,,1741336,
SCU_321-09,12/1/1976,,,,,
SCU_323-04,12/1/1976,,,,1352932,
SCU_323-09,12/1/1976,,,,1176603,
SCU_332-04,12/1/1976,,,,1510356,
SCU_34-09,12/1/1976,,,,,
SCU_341-04,12/1/1976,,,,1208468,
SCU_341-08,12/1/1976,,,,1071922,
SCU_34-33,12/1/1976,,,,,
SCU_343-33,12/1/1976,,,,546536,
SCU_412-10,12/1/1976,,,,,
SCU_42-05,12/1/1976,,,,,
SCU_43-04WD,12/1/1976,,,,,
SCU_43A-04,12/1/1976,,,,,
SRU_12-27,12/1/1976,,,,,
SRU_12-34,12/1/1976,,,,,
SRU_14-15,12/1/1976,,,,,
SRU_14-22,12/1/1976,,,,,
SRU_14-33,12/1/1976,,,,,
SRU_211-15,12/1/1976,,,,,
SRU_212-10,12/1/1976,,,,,
SRU_212-27,12/1/1976,,,,,
SRU_21-33WD,12/1/1976,,,,,
SRU_234-15,12/1/1976,,,,,
SRU_24-33,12/1/1976,,,,,
SRU_312-22,12/1/1976,,,,,
SRU_314-27,12/1/1976,,,,2804,
SRU_331-27,12/1/1976,,,,,
SRU_34-10,12/1/1976,,,,,
SRU_34-28,12/1/1976,,,,,
SRU_41-33,12/1/1976,,,,,
SRU_43A-15,12/1/1976,,,,,
SCU_13-34,1/1/1977,,,,,
SCU_14A-05,1/1/1977,,,,,
SCU_21-04,1/1/1977,,,,,
SCU_23-03,1/1/1977,,,,,
SCU_243-08,1/1/1977,,,,,
SCU_312-09,1/1/1977,,,,1789933,
SCU_314-04,1/1/1977,,,,1741713,
SCU_321-09,1/1/1977,,,,,
SCU_323-04,1/1/1977,,,,1363131,
SCU_323-09,1/1/1977,,,,1184625,
SCU_332-04,1/1/1977,,,,1526089,
SCU_33-33,1/1/1977,,,,,
SCU_341-04,1/1/1977,,,,1220414,
SCU_341-08,1/1/1977,,,,1052950,
SCU_34-33,1/1/1977,,,,,
SCU_343-33,1/1/1977,,,,406511,
SCU_412-10,1/1/1977,,,,,
SCU_43-04WD,1/1/1977,,,,,
SCU_43A-04,1/1/1977,,,,,
SRU_12-27,1/1/1977,,,,,
SRU_14-15,1/1/1977,,,,,
SRU_14-22,1/1/1977,,,,,
SRU_14-33,1/1/1977,,,,,
SRU_211-15,1/1/1977,,,,,
SRU_212-10,1/1/1977,,,,,
SRU_212-27,1/1/1977,,,,,
SRU_21-33WD,1/1/1977,,,,,
SRU_234-15,1/1/1977,,,,,
SRU_24-33,1/1/1977,,,,,
SRU_31-15,1/1/1977,,,,,
SRU_312-22,1/1/1977,,,,,
SRU_314-27,1/1/1977,,,,8540,
SRU_32-33,1/1/1977,,,,,
SRU_331-27,1/1/1977,,,,187133,
SRU_34-10,1/1/1977,,,,,
SRU_41-33,1/1/1977,,,,,
SRU_43A-15,1/1/1977,,,,,
SCU_12-03,2/1/1977,,,,,
SCU_12A-04,2/1/1977,,,,,
SCU_13-34,2/1/1977,,,,,
SCU_14A-05,2/1/1977,,,,,
SCU_21-04,2/1/1977,,,,,
SCU_23-03,2/1/1977,,,,,
SCU_243-08,2/1/1977,,,,,
SCU_312-09,2/1/1977,,,,1594933,
SCU_314-04,2/1/1977,,,,1534086,
SCU_32-08,2/1/1977,,,,,
SCU_321-09,2/1/1977,,,,,
SCU_323-04,2/1/1977,,,,1253955,
SCU_323-09,2/1/1977,,,,1101753,
SCU_332-04,2/1/1977,,,,1380249,
SCU_341-04,2/1/1977,,,,1086633,
SCU_341-08,2/1/1977,,,,897520,
SCU_343-33,2/1/1977,,,,232282,
SCU_412-10,2/1/1977,,,,,
SCU_43-04WD,2/1/1977,,,,,
SCU_43A-04,2/1/1977,,,,,
SRU_12-27,2/1/1977,,,,,
SRU_14-15,2/1/1977,,,,,
SRU_14-22,2/1/1977,,,,,
SRU_14-33,2/1/1977,,,,,
SRU_211-15,2/1/1977,,,,,
SRU_212-10,2/1/1977,,,,,
SRU_212-27,2/1/1977,,,,,
SRU_21-33WD,2/1/1977,,,,,
SRU_234-15,2/1/1977,,,,,
SRU_24-33,2/1/1977,,,,,
SRU_31-15,2/1/1977,,,,,
SRU_312-22,2/1/1977,,,,,
SRU_314-27,2/1/1977,,,,3996,
SRU_32-33,2/1/1977,,,,,
SRU_331-27,2/1/1977,,,,299654,
SRU_34-10,2/1/1977,,,,,
SRU_41-33,2/1/1977,,,,,
SRU_43A-15,2/1/1977,,,,,
SCU_12A-04,3/1/1977,,,,,
SCU_13-34,3/1/1977,,,,,
SCU_14-34,3/1/1977,,,,,
SCU_14A-05,3/1/1977,,,,,
SCU_21-04,3/1/1977,,,,,
SCU_23-03,3/1/1977,,,,,
SCU_243-08,3/1/1977,,,,,
SCU_312-09,3/1/1977,,,,1748954,
SCU_314-04,3/1/1977,,,,1678309,
SCU_321-09,3/1/1977,,,,,
SCU_323-04,3/1/1977,,,,1357041,
SCU_323-09,3/1/1977,,,,1207988,
SCU_332-04,3/1/1977,,,,1508048,
SCU_34-09,3/1/1977,,,,,
SCU_341-04,3/1/1977,,,,1185468,
SCU_341-08,3/1/1977,,,,1004419,
SCU_343-33,3/1/1977,,,,410457,
SCU_412-10,3/1/1977,,,,,
SCU_42-05,3/1/1977,,,,,
SCU_43-04WD,3/1/1977,,,,,
SCU_43A-04,3/1/1977,,,,,
SRU_12-27,3/1/1977,,,,,
SRU_14-15,3/1/1977,,,,,
SRU_14-22,3/1/1977,,,,,
SRU_14-33,3/1/1977,,,,,
SRU_211-15,3/1/1977,,,,,
SRU_212-10,3/1/1977,,,,,
SRU_212-27,3/1/1977,,,,,
SRU_21-33WD,3/1/1977,,,,,
SRU_234-15,3/1/1977,,,,,
SRU_24-33,3/1/1977,,,,,
SRU_31-15,3/1/1977,,,,,
SRU_312-22,3/1/1977,,,,,
SRU_314-27,3/1/1977,,,,52952,
SRU_32-33,3/1/1977,,,,,
SRU_331-27,3/1/1977,,,,174438,
SRU_34-10,3/1/1977,,,,,
SRU_41-33,3/1/1977,,,,,
SRU_43A-15,3/1/1977,,,,,
SCU_12-03,4/1/1977,,,,,
SCU_13-34,4/1/1977,,,,,
SCU_14-34,4/1/1977,,,,,
SCU_14A-05,4/1/1977,,,,,
SCU_21-04,4/1/1977,,,,,
SCU_23-03,4/1/1977,,,,,
SCU_243-08,4/1/1977,,,,,
SCU_312-09,4/1/1977,,,,1599967,
SCU_314-04,4/1/1977,,,,1533840,
SCU_321-09,4/1/1977,,,,,
SCU_323-04,4/1/1977,,,,1293883,
