Well,Date,Oil,Gas,Water,InjGas,InjWtr
SCU_43-04WD,5/1/1974,,,,,
SCU_44-08,5/1/1974,,,,,
SRU_12-27,5/1/1974,,,,,
SRU_12-34,5/1/1974,,,,,
SRU_14-15,5/1/1974,,,,,
SRU_14-33,5/1/1974,,,,,
SRU_211-15,5/1/1974,,,,,
SRU_212-10,5/1/1974,,,,,
SRU_212-27,5/1/1974,,,,,
SRU_21-33WD,5/1/1974,,,,,
SRU_234-15,5/1/1974,,,,,92668
SRU_312-22,5/1/1974,,,,,
SRU_314-27,5/1/1974,,,,338622,
SRU_32-33,5/1/1974,,,,,
SRU_331-27,5/1/1974,,,,367970,
SRU_34-10,5/1/1974,,,,,
SRU_41-33,5/1/1974,,,,,
SRU_43A-15,5/1/1974,,,,,
SCU_12-04,6/1/1974,,,,,
SCU_12A-04,6/1/1974,,,,,
SCU_14-09,6/1/1974,,,,,
SCU_14-34,6/1/1974,,,,,
SCU_14A-09,6/1/1974,,,,,
SCU_21-04,6/1/1974,,,,,
SCU_23-03,6/1/1974,,,,,
SCU_243-08,6/1/1974,,,,,
SCU_31-16,6/1/1974,,,,,
SCU_312-09,6/1/1974,,,,1039499,
SCU_314-04,6/1/1974,,,,1090368,
SCU_323-04,6/1/1974,,,,738152,
SCU_323-09,6/1/1974,,,,955244,
SCU_32A-09,6/1/1974,,,,,
SCU_332-04,6/1/1974,,,,698129,
SCU_34-05,6/1/1974,,,,,
SCU_341-04,6/1/1974,,,,782768,
SCU_341-08,6/1/1974,,,,622308,
SCU_343-33,6/1/1974,,,,426987,
SCU_412-10,6/1/1974,,,,,38500
SCU_43-04,6/1/1974,,,,,
SCU_43-04WD,6/1/1974,,,,,
SCU_44-08,6/1/1974,,,,,
SRU_12-27,6/1/1974,,,,,
SRU_14-15,6/1/1974,,,,,
SRU_14-33,6/1/1974,,,,,
SRU_211-15,6/1/1974,,,,,
SRU_212-10,6/1/1974,,,,,
SRU_212-27,6/1/1974,,,,,
SRU_21-33WD,6/1/1974,,,,,
SRU_234-15,6/1/1974,,,,,22818
SRU_312-22,6/1/1974,,,,,
SRU_314-27,6/1/1974,,,,333788,
SRU_32-33,6/1/1974,,,,,
SRU_331-27,6/1/1974,,,,335142,
SRU_34-10,6/1/1974,,,,,
SRU_41-33,6/1/1974,,,,,
SRU_43A-15,6/1/1974,,,,,
SCU_12-04,7/1/1974,,,,,
SCU_14-09,7/1/1974,,,,,
SCU_14-34,7/1/1974,,,,,
SCU_14A-09,7/1/1974,,,,,
SCU_21-04,7/1/1974,,,,,
SCU_23-03,7/1/1974,,,,,
SCU_243-08,7/1/1974,,,,,
SCU_31-16,7/1/1974,,,,,
SCU_312-09,7/1/1974,,,,1127622,
SCU_314-04,7/1/1974,,,,1080319,
SCU_323-04,7/1/1974,,,,746851,
SCU_323-09,7/1/1974,,,,947262,
SCU_32A-09,7/1/1974,,,,,
SCU_332-04,7/1/1974,,,,751885,
SCU_34-05,7/1/1974,,,,,
SCU_34-09,7/1/1974,,,,,
SCU_341-04,7/1/1974,,,,753362,
SCU_341-08,7/1/1974,,,,641890,
SCU_343-33,7/1/1974,,,,389558,
SCU_412-10,7/1/1974,,,,,44540
SCU_43-04,7/1/1974,,,,,
SCU_43-04WD,7/1/1974,,,,,
SCU_44-08,7/1/1974,,,,,
SRU_12-27,7/1/1974,,,,,
SRU_14-15,7/1/1974,,,,,
SRU_14-33,7/1/1974,,,,,
SRU_211-15,7/1/1974,,,,,
SRU_212-10,7/1/1974,,,,,
SRU_212-27,7/1/1974,,,,,
SRU_21-33WD,7/1/1974,,,,,
SRU_234-15,7/1/1974,,,,,80986
SRU_312-22,7/1/1974,,,,,
SRU_314-27,7/1/1974,,,,414277,
SRU_32-33,7/1/1974,,,,,
SRU_331-27,7/1/1974,,,,320018,
SRU_34-10,7/1/1974,,,,,
SRU_41-33,7/1/1974,,,,,
SRU_43A-15,7/1/1974,,,,,
SCU_12-04,8/1/1974,,,,,
SCU_14-09,8/1/1974,,,,,
SCU_14-34,8/1/1974,,,,,
SCU_14A-09,8/1/1974,,,,,
SCU_21-04,8/1/1974,,,,,
SCU_23-03,8/1/1974,,,,,
SCU_243-08,8/1/1974,,,,,
SCU_31-16,8/1/1974,,,,,
SCU_312-09,8/1/1974,,,,1105441,
SCU_314-04,8/1/1974,,,,1097278,
SCU_32-09,8/1/1974,,,,,
SCU_323-04,8/1/1974,,,,779872,
SCU_323-09,8/1/1974,,,,929273,
SCU_332-04,8/1/1974,,,,817549,
SCU_34-05,8/1/1974,,,,,
SCU_341-04,8/1/1974,,,,742256,
SCU_341-08,8/1/1974,,,,674291,
SCU_343-33,8/1/1974,,,,343373,
SCU_412-10,8/1/1974,,,,,33520
SCU_43-04,8/1/1974,,,,,
SCU_43-04WD,8/1/1974,,,,,
SCU_44-08,8/1/1974,,,,,
SRU_12-27,8/1/1974,,,,,
SRU_12-34,8/1/1974,,,,,
SRU_14-15,8/1/1974,,,,,
SRU_14-33,8/1/1974,,,,,
SRU_211-15,8/1/1974,,,,,
SRU_212-10,8/1/1974,,,,,
SRU_212-27,8/1/1974,,,,,
SRU_21-33WD,8/1/1974,,,,,
SRU_234-15,8/1/1974,,,,,76373
SRU_312-22,8/1/1974,,,,,
SRU_314-27,8/1/1974,,,,548347,
SRU_331-27,8/1/1974,,,,318593,
SRU_34-10,8/1/1974,,,,,
SRU_41-33,8/1/1974,,,,,
SRU_43A-15,8/1/1974,,,,,
SCU_12-04,9/1/1974,,,,,
SCU_14-09,9/1/1974,,,,,
SCU_14-34,9/1/1974,,,,,
SCU_21-04,9/1/1974,,,,,
SCU_23-03,9/1/1974,,,,,
SCU_243-08,9/1/1974,,,,,
SCU_24-34,9/1/1974,,,,,
SCU_31-16,9/1/1974,,,,,
SCU_312-09,9/1/1974,,,,1073115,
SCU_314-04,9/1/1974,,,,1014032,
SCU_32-09,9/1/1974,,,,,
SCU_323-04,9/1/1974,,,,704236,
SCU_323-09,9/1/1974,,,,909456,
SCU_332-04,9/1/1974,,,,749038,
SCU_34-05,9/1/1974,,,,,
SCU_34-09,9/1/1974,,,,,
SCU_341-04,9/1/1974,,,,666777,
SCU_341-08,9/1/1974,,,,666218,
SCU_343-33,9/1/1974,,,,324037,
SCU_412-10,9/1/1974,,,,,30956
SCU_43-04,9/1/1974,,,,,
SCU_43-04WD,9/1/1974,,,,,
SCU_44-08,9/1/1974,,,,,
SRU_12-27,9/1/1974,,,,,
SRU_12-34,9/1/1974,,,,,
SRU_14-15,9/1/1974,,,,,
SRU_14-33,9/1/1974,,,,,
SRU_211-15,9/1/1974,,,,,
SRU_212-10,9/1/1974,,,,,
SRU_212-27,9/1/1974,,,,,
SRU_21-33WD,9/1/1974,,,,,
SRU_23-27,9/1/1974,,2156,5544,,
SRU_234-15,9/1/1974,,,,,66000
SRU_312-22,9/1/1974,,,,,
SRU_314-27,9/1/1974,,,,535917,
SRU_331-27,9/1/1974,,,,302580,
SRU_34-10,9/1/1974,,,,,
SRU_41-33,9/1/1974,,,,,
SRU_43A-15,9/1/1974,,,,,
SCU_12-04,10/1/1974,,,,,
SCU_14-09,10/1/1974,,,,,
SCU_14-34,10/1/1974,,,,,
SCU_21-04,10/1/1974,,,,,
SCU_23-03,10/1/1974,,,,,
SCU_243-08,10/1/1974,,,,,
SCU_31-16,10/1/1974,,,,,
SCU_312-09,10/1/1974,,,,1093232,
SCU_314-04,10/1/1974,,,,1064029,
SCU_32-09,10/1/1974,,,,,
SCU_323-04,10/1/1974,,,,649775,
SCU_323-09,10/1/1974,,,,1006980,
SCU_332-04,10/1/1974,,,,773060,
SCU_34-09,10/1/1974,,,,,
SCU_341-04,10/1/1974,,,,652831,
SCU_341-08,10/1/1974,,,,691879,
SCU_343-33,10/1/1974,,,,382025,
SCU_412-10,10/1/1974,,,,,57551
SCU_43-04,10/1/1974,,,,,
SCU_43-04WD,10/1/1974,,,,,
SCU_44-08,10/1/1974,,,,,
SRU_12-27,10/1/1974,,,,,
SRU_12-34,10/1/1974,,,,,
SRU_14-15,10/1/1974,,,,,
SRU_14-33,10/1/1974,,,,,
SRU_211-15,10/1/1974,,,,,
SRU_212-10,10/1/1974,,,,,
SRU_212-27,10/1/1974,,,,,
SRU_21-33WD,10/1/1974,,,,,
SRU_234-15,10/1/1974,,,,,73413
SRU_312-22,10/1/1974,,,,,
SRU_314-27,10/1/1974,,,,516406,
SRU_331-27,10/1/1974,,,,260163,
SRU_34-10,10/1/1974,,,,,
SRU_41-33,10/1/1974,,,,,
SRU_43A-15,10/1/1974,,,,,
SCU_12-04,11/1/1974,,,,,
SCU_14-09,11/1/1974,,,,,
SCU_14-34,11/1/1974,,,,,
SCU_21-04,11/1/1974,,,,,
SCU_23-03,11/1/1974,,,,,
SCU_243-08,11/1/1974,,,,,
SCU_24-34,11/1/1974,,,,,
SCU_31-16,11/1/1974,,,,,
SCU_312-09,11/1/1974,,,,1112045,
SCU_314-04,11/1/1974,,,,1061443,
SCU_32-09,11/1/1974,,,,,
SCU_323-04,11/1/1974,,,,691800,
SCU_323-09,11/1/1974,,,,1062055,
SCU_33-08,11/1/1974,,,,,
SCU_332-04,11/1/1974,,,,766520,
SCU_34-05,11/1/1974,,,,,
SCU_34-09,11/1/1974,,,,,
SCU_341-04,11/1/1974,,,,628787,
SCU_341-08,11/1/1974,,,,712549,
SCU_343-33,11/1/1974,,,,547047,
SCU_412-10,11/1/1974,,,,,49973
SCU_43-04,11/1/1974,,,,,
SCU_43-04WD,11/1/1974,,,,,
SCU_44-08,11/1/1974,,,,,
SRU_12-15,11/1/1974,,,,,
SRU_12-27,11/1/1974,,,,,
SRU_12-34,11/1/1974,,,,,
SRU_14-15,11/1/1974,,,,,
SRU_14-33,11/1/1974,,,,,
SRU_211-15,11/1/1974,,,,,
SRU_212-10,11/1/1974,,,,,
SRU_212-27,11/1/1974,,,,,
SRU_21-33WD,11/1/1974,,,,,
SRU_23-15,11/1/1974,,,,,
SRU_234-15,11/1/1974,,,,,65990
SRU_312-22,11/1/1974,,,,,
SRU_314-27,11/1/1974,,,,514586,
SRU_331-27,11/1/1974,,,,188569,
SRU_34-10,11/1/1974,,,,,
SRU_41-33,11/1/1974,,,,,
SRU_41A-15,11/1/1974,,,,,
SRU_43A-15,11/1/1974,,,,,
SCU_12-04,12/1/1974,,,,,
SCU_14-09,12/1/1974,,,,,
SCU_14-34,12/1/1974,,,,,
SCU_21-04,12/1/1974,,,,,
SCU_21-08,12/1/1974,,,,,
SCU_23-03,12/1/1974,,,,,
SCU_243-08,12/1/1974,,,,,
SCU_24-34,12/1/1974,,,,,
SCU_31-16,12/1/1974,,,,,
SCU_312-09,12/1/1974,,,,1117594,
SCU_314-04,12/1/1974,,,,1051672,
SCU_32-09,12/1/1974,,,,,
SCU_323-04,12/1/1974,,,,595774,
SCU_323-09,12/1/1974,,,,1082744,
SCU_33-08,12/1/1974,,,,,
SCU_332-04,12/1/1974,,,,789850,
SCU_34-09,12/1/1974,,,,,
SCU_341-04,12/1/1974,,,,641165,
SCU_341-08,12/1/1974,,,,690613,
SCU_343-33,12/1/1974,,,,923291,
SCU_412-10,12/1/1974,,,,,56621
SCU_43-04,12/1/1974,,,,,
SCU_43-04WD,12/1/1974,,,,,
SRU_12-15,12/1/1974,,,,,
SRU_12-27,12/1/1974,,,,,
SRU_12-34,12/1/1974,,,,,
SRU_14-15,12/1/1974,,,,,
SRU_14-33,12/1/1974,,,,,
SRU_211-15,12/1/1974,,,,,
SRU_212-10,12/1/1974,,,,,
SRU_212-27,12/1/1974,,,,,
SRU_21-33WD,12/1/1974,,,,,
SRU_23-15,12/1/1974,,,,,
SRU_234-15,12/1/1974,,,,,69921
SRU_312-22,12/1/1974,,,,,
SRU_314-27,12/1/1974,,,,471519,
SRU_331-27,12/1/1974,,,,206182,
SRU_34-10,12/1/1974,,,,,
SRU_41-33,12/1/1974,,,,,
SRU_41A-15,12/1/1974,,,,,
SRU_43A-15,12/1/1974,,,,,
SCU_13-04,1/1/1975,,,,,
SCU_14-34,1/1/1975,,,,,
SCU_14A-05,1/1/1975,,,,,
SCU_21-04,1/1/1975,,,,,
SCU_21-08,1/1/1975,,,,,
SCU_21A-16,1/1/1975,,,,,
SCU_23-03,1/1/1975,,,,,
SCU_24-09,1/1/1975,,,,,
SCU_243-08,1/1/1975,,,,,
SCU_24-34,1/1/1975,,,,,
SCU_24A-09,1/1/1975,,,,,
SCU_31-16,1/1/1975,,,,,
SCU_312-09,1/1/1975,,,,1388005,
SCU_314-04,1/1/1975,,,,1143191,
SCU_31A-16,1/1/1975,,,,,
SCU_323-04,1/1/1975,,,,622658,
SCU_323-09,1/1/1975,,,,886851,
SCU_33-05,1/1/1975,,,,,
SCU_33-08,1/1/1975,,,,,
SCU_332-04,1/1/1975,,,,626133,
SCU_34-09,1/1/1975,,,,,
SCU_341-04,1/1/1975,,,,626889,
SCU_341-08,1/1/1975,,,,686617,
SCU_343-33,1/1/1975,,,,810092,
SCU_412-10,1/1/1975,,,,,59355
SCU_43-04WD,1/1/1975,,,,,
SCU_43A-04,1/1/1975,,,,,
SCU_43A-05,1/1/1975,,,,,
SCU_44-04,1/1/1975,,,,,
SRU_12-15,1/1/1975,,,,,
SRU_12-27,1/1/1975,,,,,
SRU_12-34,1/1/1975,,,,,
SRU_14-15,1/1/1975,,,,,
SRU_14-22,1/1/1975,,,,,
SRU_14-33,1/1/1975,,,,,
SRU_211-15,1/1/1975,,,,,
SRU_212-10,1/1/1975,,,,,
SRU_212-27,1/1/1975,,,,,
SRU_21-33WD,1/1/1975,,,,,
SRU_23-15,1/1/1975,,,,,
SRU_234-15,1/1/1975,,,,,63931
SRU_312-22,1/1/1975,,,,,
SRU_314-27,1/1/1975,,,,423743,
SRU_331-27,1/1/1975,,,,19010,
SRU_34-10,1/1/1975,,,,,
SRU_41-33,1/1/1975,,,,,
SRU_41A-15,1/1/1975,,,,,
SRU_43A-15,1/1/1975,,,,,
SCU_13-04,2/1/1975,,,,,
SCU_14-34,2/1/1975,,,,,
SCU_14A-05,2/1/1975,,,,,
SCU_21-04,2/1/1975,,,,,
SCU_21-08,2/1/1975,,,,,
SCU_21A-16,2/1/1975,,,,,
SCU_23-03,2/1/1975,,,,,
SCU_24-09,2/1/1975,,,,,
SCU_243-08,2/1/1975,,,,,
SCU_24-34,2/1/1975,,,,,
SCU_24A-09,2/1/1975,,,,,
SCU_31-16,2/1/1975,,,,,
SCU_312-09,2/1/1975,,,,1219133,
SCU_314-04,2/1/1975,,,,970494,
SCU_31A-16,2/1/1975,,,,,
SCU_323-04,2/1/1975,,,,548010,
SCU_323-09,2/1/1975,,,,826706,
SCU_33-05,2/1/1975,,,,,
SCU_33-08,2/1/1975,,,,,
SCU_332-04,2/1/1975,,,,597162,
SCU_34-09,2/1/1975,,,,,
SCU_341-04,2/1/1975,,,,550990,
SCU_341-08,2/1/1975,,,,585385,
SCU_343-33,2/1/1975,,,,758974,
SCU_412-10,2/1/1975,,,,,55551
SCU_43-04WD,2/1/1975,,,,,
SCU_43A-04,2/1/1975,,,,,
SCU_43A-05,2/1/1975,,,,,
SCU_44-04,2/1/1975,,,,,
SRU_12-27,2/1/1975,,,,,
SRU_12-34,2/1/1975,,,,,
SRU_14-15,2/1/1975,,,,,
SRU_14-22,2/1/1975,,,,,
SRU_14-33,2/1/1975,,,,,
SRU_211-15,2/1/1975,,,,,
SRU_212-10,2/1/1975,,,,,
SRU_212-27,2/1/1975,,,,,
SRU_21-33WD,2/1/1975,,,,,
SRU_234-15,2/1/1975,,,,,52462
SRU_312-22,2/1/1975,,,,,
SRU_314-27,2/1/1975,,,,309807,
SRU_32-33,2/1/1975,,,,,
SRU_331-27,2/1/1975,,,,195389,
SRU_34-10,2/1/1975,,,,,
SRU_41-33,2/1/1975,,,,,
SRU_43A-15,2/1/1975,,,,,
SCU_13-04,3/1/1975,,,,,
SCU_14-34,3/1/1975,,,,,
SCU_14A-05,3/1/1975,,,,,
SCU_21-04,3/1/1975,,,,,
SCU_21-08,3/1/1975,,,,,
SCU_21A-16,3/1/1975,,,,,
SCU_23-03,3/1/1975,,,,,
SCU_24-05,3/1/1975,,,,,
SCU_24-09,3/1/1975,,,,,
SCU_243-08,3/1/1975,,,,,
SCU_24-34,3/1/1975,,,,,
SCU_24A-09,3/1/1975,,,,,
SCU_31-16,3/1/1975,,,,,
SCU_312-09,3/1/1975,,,,1313109,
SCU_314-04,3/1/1975,,,,774581,
SCU_31A-16,3/1/1975,,,,,
SCU_323-04,3/1/1975,,,,766703,
SCU_323-09,3/1/1975,,,,822886,
SCU_33-05,3/1/1975,,,,,
SCU_33-08,3/1/1975,,,,,
SCU_332-04,3/1/1975,,,,1014148,
SCU_341-04,3/1/1975,,,,585065,
SCU_341-08,3/1/1975,,,,541541,
SCU_343-33,3/1/1975,,,,761803,
SCU_412-10,3/1/1975,,,,,74755
SCU_43-04WD,3/1/1975,,,,,
SCU_43A-05,3/1/1975,,,,,
SCU_44-04,3/1/1975,,,,,
SRU_12-27,3/1/1975,,,,,
SRU_12-34,3/1/1975,,,,,
SRU_14-15,3/1/1975,,,,,
SRU_14-22,3/1/1975,,,,,
SRU_14-33,3/1/1975,,,,,
SRU_211-15,3/1/1975,,,,,
SRU_212-10,3/1/1975,,,,,
SRU_212-27,3/1/1975,,,,,
SRU_21-33WD,3/1/1975,,,,,
SRU_234-15,3/1/1975,,,,,50410
SRU_312-22,3/1/1975,,,,,
SRU_314-27,3/1/1975,,,,387624,
SRU_331-27,3/1/1975,,,,205067,
SRU_34-10,3/1/1975,,,,,
SRU_43A-15,3/1/1975,,,,,
SCU_13-04,4/1/1975,,,,,
SCU_14-34,4/1/1975,,,,,
SCU_14A-05,4/1/1975,,,,,
SCU_21-04,4/1/1975,,,,,
SCU_21A-16,4/1/1975,,,,,
SCU_23-03,4/1/1975,,,,,
SCU_24-09,4/1/1975,,,,,
SCU_243-08,4/1/1975,,,,,
SCU_24-34,4/1/1975,,,,,
SCU_24A-09,4/1/1975,,,,,
SCU_312-09,4/1/1975,,,,1322254,
SCU_314-04,4/1/1975,,,,837693,
SCU_31A-16,4/1/1975,,,,,
SCU_323-04,4/1/1975,,,,994160,
SCU_323-09,4/1/1975,,,,884377,
SCU_33-05,4/1/1975,,,,,
SCU_332-04,4/1/1975,,,,796940,
SCU_34-09,4/1/1975,,,,,
SCU_341-04,4/1/1975,,,,374050,
SCU_341-08,4/1/1975,,,,606369,
SCU_343-33,4/1/1975,,,,799504,
SCU_412-10,4/1/1975,,,,,14588
SCU_43-04WD,4/1/1975,,,,,
SCU_43A-05,4/1/1975,,,,,
SRU_12-27,4/1/1975,,,,,
SRU_12-34,4/1/1975,,,,,
SRU_14-15,4/1/1975,,,,,
SRU_14-22,4/1/1975,,,,,
SRU_14-33,4/1/1975,,,,,
SRU_211-15,4/1/1975,,,,,
SRU_212-10,4/1/1975,,,,,
SRU_212-27,4/1/1975,,,,,
SRU_21-33WD,4/1/1975,,,,,
SRU_234-15,4/1/1975,,,,,38361
SRU_312-22,4/1/1975,,,,,
SRU_314-27,4/1/1975,,,,441933,
SRU_331-27,4/1/1975,,,,239658,
SRU_34-10,4/1/1975,,,,,
SRU_43A-15,4/1/1975,,,,,
SCU_13-04,5/1/1975,,,,,
SCU_13-04,5/1/1975,,,,,
SCU_14-34,5/1/1975,,,,,
SCU_14A-05,5/1/1975,,,,,
SCU_21-04,5/1/1975,,,,,
SCU_21A-16,5/1/1975,,,,,
SCU_23-03,5/1/1975,,,,,
SCU_24-09,5/1/1975,,,,,
SCU_243-08,5/1/1975,,,,,
SCU_24-34,5/1/1975,,,,,
SCU_24A-09,5/1/1975,,,,,
SCU_31-16,5/1/1975,,,,,
SCU_312-09,5/1/1975,,,,1226559,
SCU_314-04,5/1/1975,,,,787677,
SCU_31A-16,5/1/1975,,,,,
SCU_323-04,5/1/1975,,,,860750,
SCU_323-09,5/1/1975,,,,809645,
SCU_33-05,5/1/1975,,,,,
SCU_332-04,5/1/1975,,,,790934,
SCU_34-05,5/1/1975,,,,,
SCU_34-09,5/1/1975,,,,,
SCU_341-04,5/1/1975,,,,621277,
SCU_341-08,5/1/1975,,,,698864,
SCU_343-33,5/1/1975,,,,735863,
SCU_412-10,5/1/1975,,,,,
SCU_43-04WD,5/1/1975,,,,,
SCU_43A-05,5/1/1975,,,,,
SCU_43A-05,5/1/1975,,,,,
SRU_12-34,5/1/1975,,,,,
SRU_14-15,5/1/1975,,,,,
SRU_14-33,5/1/1975,,,,,
SRU_211-15,5/1/1975,,,,,
SRU_212-10,5/1/1975,,,,,
SRU_212-27,5/1/1975,,,,,
SRU_21-33WD,5/1/1975,,,,,
SRU_234-15,5/1/1975,,,,,35728
SRU_312-22,5/1/1975,,,,,
SRU_314-27,5/1/1975,,,,421979,
SRU_331-27,5/1/1975,,,,252583,
SRU_34-10,5/1/1975,,,,,
SRU_41-33,5/1/1975,,,,,
SRU_43A-15,5/1/1975,,,,,
SCU_12-03,6/1/1975,,,,,
SCU_13-04,6/1/1975,,,,,
SCU_13-04,6/1/1975,,,,,
SCU_14-34,6/1/1975,,,,,
SCU_14A-05,6/1/1975,,,,,
SCU_21-04,6/1/1975,,,,,
SCU_21A-16,6/1/1975,,,,,
SCU_23-03,6/1/1975,,,,,
SCU_24-09,6/1/1975,,,,,
SCU_243-08,6/1/1975,,,,,
SCU_24-34,6/1/1975,,,,,
SCU_24A-09,6/1/1975,,,,,
SCU_31-16,6/1/1975,,,,,
SCU_312-09,6/1/1975,,,,1088090,
SCU_314-04,6/1/1975,,,,536889,
SCU_31A-16,6/1/1975,,,,,
SCU_323-04,6/1/1975,,,,869170,
SCU_323-09,6/1/1975,,,,742171,
SCU_33-05,6/1/1975,,,,,
SCU_332-04,6/1/1975,,,,1012872,
SCU_341-04,6/1/1975,,,,558803,
SCU_341-08,6/1/1975,,,,592658,
SCU_343-33,6/1/1975,,,,657541,
SCU_412-10,6/1/1975,,,,,
SCU_43-04WD,6/1/1975,,,,,
SCU_43A-05,6/1/1975,,,,,
SCU_43A-05,6/1/1975,,,,,
SRU_12-34,6/1/1975,,,,,
SRU_14-15,6/1/1975,,,,,
SRU_14-33,6/1/1975,,,,,
SRU_211-15,6/1/1975,,,,,
SRU_212-10,6/1/1975,,,,,
SRU_212-27,6/1/1975,,,,,
SRU_21-33WD,6/1/1975,,,,,
SRU_234-15,6/1/1975,,,,,34594
SRU_312-22,6/1/1975,,,,,
SRU_314-27,6/1/1975,,,,382467,
SRU_331-27,6/1/1975,,,,306339,
SRU_34-10,6/1/1975,,,,,
SRU_41-33,6/1/1975,,,,,
SRU_43A-15,6/1/1975,,,,,
SCU_13-04,7/1/1975,,,,,
SCU_13-04,7/1/1975,,,,,
SCU_14-34,7/1/1975,,,,,
SCU_14A-05,7/1/1975,,,,,
SCU_21-04,7/1/1975,,,,,
SCU_21A-16,7/1/1975,,,,,
SCU_23-03,7/1/1975,,,,,
SCU_24-09,7/1/1975,,,,,
SCU_243-08,7/1/1975,,,,,
SCU_24-34,7/1/1975,,,,,
SCU_24A-09,7/1/1975,,,,,
SCU_31-16,7/1/1975,,,,,
SCU_312-09,7/1/1975,,,,1493044,
SCU_314-04,7/1/1975,,,,669118,
SCU_323-04,7/1/1975,,,,1114552,
SCU_323-09,7/1/1975,,,,900954,
SCU_33-05,7/1/1975,,,,,
SCU_332-04,7/1/1975,,,,1373952,
SCU_34-05,7/1/1975,,,,,
SCU_34-09,7/1/1975,,,,,
SCU_341-04,7/1/1975,,,,720913,
SCU_341-08,7/1/1975,,,,556378,
SCU_343-33,7/1/1975,,,,874845,
SCU_412-10,7/1/1975,,,,,
SCU_43-04WD,7/1/1975,,,,,
SCU_43A-05,7/1/1975,,,,,
SCU_43A-05,7/1/1975,,,,,
SRU_12-15,7/1/1975,,,,,
SRU_12-27,7/1/1975,,,,,
SRU_12-34,7/1/1975,,,,,
SRU_14-15,7/1/1975,,,,,
SRU_14-33,7/1/1975,,,,,
SRU_211-15,7/1/1975,,,,,
SRU_212-10,7/1/1975,,,,,
SRU_212-27,7/1/1975,,,,,
SRU_21-33WD,7/1/1975,,,,,
SRU_23-15,7/1/1975,,,,,
SRU_234-15,7/1/1975,,,,,66319
SRU_312-22,7/1/1975,,,,,
SRU_314-27,7/1/1975,,,,524508,
SRU_331-27,7/1/1975,,,,507450,
SRU_34-10,7/1/1975,,,,,
SRU_41-33,7/1/1975,,,,,
SRU_41A-15,7/1/1975,,,,,
SRU_43A-15,7/1/1975,,,,,
SCU_13-04,8/1/1975,,,,,
SCU_14-34,8/1/1975,,,,,
SCU_14A-05,8/1/1975,,,,,
SCU_21-04,8/1/1975,,,,,
SCU_21-16,8/1/1975,,,,,
SCU_21A-16,8/1/1975,,,,,
SCU_23-03,8/1/1975,,,,,
SCU_24-09,8/1/1975,,,,,
SCU_243-08,8/1/1975,,,,,
SCU_24-34,8/1/1975,,,,,
SCU_24A-09,8/1/1975,,,,,
SCU_31-16,8/1/1975,,,,,
SCU_312-09,8/1/1975,,,,1328827,
SCU_314-04,8/1/1975,,,,997982,
SCU_323-04,8/1/1975,,,,1016321,
SCU_323-09,8/1/1975,,,,819037,
SCU_33-05,8/1/1975,,,,,
SCU_332-04,8/1/1975,,,,1255322,
SCU_34-05,8/1/1975,,,,,
SCU_34-09,8/1/1975,,,,,
SCU_341-04,8/1/1975,,,,1014839,
SCU_341-08,8/1/1975,,,,452541,
SCU_343-33,8/1/1975,,,,779198,
SCU_412-10,8/1/1975,,,,,
SCU_43-04WD,8/1/1975,,,,,
SCU_43A-05,8/1/1975,,,,,
SRU_12-15,8/1/1975,,,,,
SRU_12-27,8/1/1975,,,,,
SRU_12-34,8/1/1975,,,,,
SRU_14-15,8/1/1975,,,,,
SRU_14-33,8/1/1975,,,,,
SRU_211-15,8/1/1975,,,,,
SRU_212-10,8/1/1975,,,,,
SRU_212-27,8/1/1975,,,,,
SRU_21-33WD,8/1/1975,,,,,
SRU_23-15,8/1/1975,,,,,
SRU_234-15,8/1/1975,,,,,54882
SRU_24-33,8/1/1975,,,,,
SRU_312-22,8/1/1975,,,,,
SRU_314-27,8/1/1975,,,,478299,
SRU_331-27,8/1/1975,,,,463435,
SRU_34-10,8/1/1975,,,,,
SRU_41-33,8/1/1975,,,,,
SRU_41A-15,8/1/1975,,,,,
SRU_43A-15,8/1/1975,,,,,
SCU_11-16,9/1/1975,,,,,
SCU_13-04,9/1/1975,,,,,
SCU_14-34,9/1/1975,,,,,
SCU_14A-05,9/1/1975,,,,,
SCU_21-04,9/1/1975,,,,,
SCU_21-16,9/1/1975,,,,,
SCU_23-03,9/1/1975,,,,,
SCU_243-08,9/1/1975,,,,,
SCU_24-34,9/1/1975,,,,,
SCU_31-16,9/1/1975,,,,,
SCU_312-09,9/1/1975,,,,1444305,
SCU_314-04,9/1/1975,,,,991326,
SCU_323-04,9/1/1975,,,,1088762,
SCU_323-09,9/1/1975,,,,887019,
SCU_33-05,9/1/1975,,,,,
SCU_332-04,9/1/1975,,,,1344432,
SCU_34-05,9/1/1975,,,,,
SCU_34-09,9/1/1975,,,,,
SCU_341-04,9/1/1975,,,,1052386,
SCU_341-08,9/1/1975,,,,482760,
SCU_343-33,9/1/1975,,,,864947,
SCU_412-10,9/1/1975,,,,,
SCU_43-04WD,9/1/1975,,,,,
SCU_43-09,9/1/1975,,,,,
SCU_43A-05,9/1/1975,,,,,
SRU_12-27,9/1/1975,,,,,
SRU_12-34,9/1/1975,,,,,
SRU_14-15,9/1/1975,,,,,
SRU_14-33,9/1/1975,,,,,
SRU_211-15,9/1/1975,,,,,
SRU_212-10,9/1/1975,,,,,
SRU_212-27,9/1/1975,,,,,
